,date,branch,order
101761,2023-08-19 19:16:51,Branch 10,"1S_Burger, 1S_Fries, 1S_Drink"
101762,2023-08-17 04:55:27,Branch 1,"3S_Burger, 3S_Fries"
101763,2023-10-01 12:24:40,Branch 5,"2S_Burger, 3S_Drink"
101764,2023-10-15 05:41:54,Branch 7,"4S_Burger, 6S_Fries, 2S_Drink"
101765,2023-07-27 19:11:18,Branch 8,"3S_Burger, 4S_Fries, 3S_Drink"
101766,2023-01-26 11:26:06,Branch 10,"4S_Burger, 2S_Fries, 2S_Drink"
101767,2023-12-15 22:40:31,Branch 5,"5S_Burger, 7S_Fries, 4S_Drink"
101768,2023-04-17 17:56:58,Branch 1,6S_Burger
101769,2023-04-07 15:19:59,Branch 8,"3S_Burger, 5S_Fries, 6S_Drink"
101770,2023-12-20 13:54:34,Branch 3,"4S_Burger, 1S_Drink"
101771,2023-09-28 11:06:13,Branch 5,"1S_Burger, 6S_Fries, 4S_Drink"
101772,2023-12-06 07:52:12,Branch 4,6S_Fries
101773,2023-07-05 04:14:39,Branch 5,"4S_Burger, 7S_Fries, 6S_Drink"
101774,2023-10-23 22:49:25,Branch 7,"4S_Burger, 4S_Drink"
101775,2023-01-24 05:14:58,Branch 5,"2S_Burger, 6S_Fries, 6S_Drink"
101776,2023-06-25 11:57:28,Branch 9,"6S_Burger, 4S_Fries, 3S_Drink"
101777,2023-10-16 01:42:15,Branch 5,"2S_Burger, 5S_Fries, 4S_Drink"
101778,2023-04-29 12:39:41,Branch 4,"2S_Burger, 6S_Fries, 5S_Drink"
101779,2023-06-15 16:28:28,Branch 7,"7S_Burger, 4S_Fries, 2S_Drink"
101780,2023-08-02 11:20:56,Branch 4,"5S_Fries, 1S_Drink"
101781,2023-04-05 15:57:20,Branch 1,"4S_Burger, 2S_Fries, 7S_Drink"
101782,2023-11-04 10:13:12,Branch 5,"1S_Burger, 3S_Fries"
101783,2023-11-07 10:14:56,Branch 4,"4S_Burger, 1S_Fries, 5S_Drink"
101784,2023-12-19 21:19:53,Branch 6,"1S_Burger, 4S_Fries"
101785,2023-10-11 07:03:07,Branch 6,"2S_Burger, 4S_Drink"
101786,2023-11-30 05:33:50,Branch 8,"7S_Burger, 1S_Fries, 6S_Drink"
101787,2023-02-14 08:45:53,Branch 10,"7S_Burger, 1S_Fries"
101788,2023-03-03 06:21:02,Branch 6,"5S_Burger, 5S_Fries, 1S_Drink"
101789,2023-01-26 21:40:35,Branch 8,2S_Burger
101790,2023-08-16 19:21:39,Branch 7,"4S_Burger, 1S_Fries, 3S_Drink"
101791,2023-08-20 06:46:38,Branch 6,"7S_Burger, 4S_Drink"
101792,2023-02-05 04:55:19,Branch 6,"3S_Burger, 6S_Fries, 3S_Drink"
101793,2023-03-06 16:40:36,Branch 6,"5S_Fries, 4S_Drink"
101794,2023-07-22 21:01:44,Branch 3,1S_Burger
101795,2023-01-16 19:49:19,Branch 2,"1S_Burger, 4S_Fries, 5S_Drink"
101796,2023-02-23 12:07:41,Branch 10,"1S_Burger, 3S_Fries, 7S_Drink"
101797,2023-10-12 18:53:17,Branch 7,"4S_Burger, 5S_Fries, 6S_Drink"
101798,2023-12-04 13:43:46,Branch 9,"7S_Burger, 5S_Fries, 1S_Drink"
101799,2023-05-13 18:38:31,Branch 6,"4S_Fries, 4S_Drink"
101800,2023-09-11 04:41:15,Branch 10,"2S_Burger, 6S_Fries, 4S_Drink"
101801,2023-07-31 19:28:38,Branch 5,"4S_Fries, 3S_Drink"
101802,2023-08-29 17:59:42,Branch 9,"7S_Burger, 3S_Fries, 4S_Drink"
101803,2023-10-31 00:50:30,Branch 7,"3S_Burger, 5S_Fries, 1S_Drink"
101804,2023-09-09 03:19:37,Branch 10,"1S_Burger, 4S_Fries, 3S_Drink"
101805,2023-03-24 14:41:47,Branch 1,"4S_Burger, 6S_Fries, 7S_Drink"
101806,2023-11-01 02:34:29,Branch 3,6S_Drink
101807,2023-01-04 06:18:35,Branch 1,"4S_Burger, 7S_Fries, 4S_Drink"
101808,2023-02-27 14:34:16,Branch 9,"6S_Burger, 3S_Fries, 5S_Drink"
101809,2023-03-25 02:51:16,Branch 10,"3S_Burger, 1S_Fries, 1S_Drink"
101810,2023-10-15 12:45:53,Branch 5,"2S_Burger, 3S_Fries, 4S_Drink"
101811,2023-07-08 15:17:36,Branch 10,"1S_Burger, 6S_Fries, 1S_Drink"
101812,2023-08-14 21:38:52,Branch 7,"2S_Burger, 3S_Fries, 5S_Drink"
101813,2023-09-24 21:40:05,Branch 5,"4S_Burger, 1S_Fries, 5S_Drink"
101814,2023-06-27 14:32:58,Branch 3,"5S_Fries, 3S_Drink"
101815,2023-05-19 14:05:06,Branch 3,"2S_Burger, 4S_Fries"
101816,2023-07-08 02:25:03,Branch 4,"5S_Burger, 3S_Fries, 7S_Drink"
101817,2023-05-06 18:22:18,Branch 8,"6S_Burger, 1S_Fries, 4S_Drink"
101818,2023-12-13 12:52:03,Branch 1,"2S_Burger, 6S_Fries, 2S_Drink"
101819,2023-09-06 09:11:44,Branch 7,"7S_Burger, 5S_Fries, 1S_Drink"
101820,2023-09-27 18:10:58,Branch 5,"4S_Burger, 5S_Fries, 3S_Drink"
101821,2023-05-12 20:28:01,Branch 3,"5S_Burger, 4S_Fries, 2S_Drink"
101822,2023-04-09 10:28:27,Branch 5,"3S_Burger, 7S_Fries, 2S_Drink"
101823,2023-05-10 00:13:47,Branch 8,"6S_Burger, 2S_Fries"
101824,2023-10-01 16:58:37,Branch 1,"6S_Burger, 3S_Fries, 7S_Drink"
101825,2023-12-30 00:33:59,Branch 8,"6S_Burger, 5S_Fries, 1S_Drink"
101826,2023-06-24 03:20:15,Branch 4,"3S_Burger, 7S_Fries, 5S_Drink"
101827,2023-03-04 21:43:03,Branch 6,"4S_Burger, 5S_Fries, 2S_Drink"
101828,2023-01-18 02:17:18,Branch 1,"2S_Burger, 6S_Drink"
101829,2023-03-08 04:42:40,Branch 3,7S_Burger
101830,2023-11-08 15:40:12,Branch 4,"7S_Burger, 4S_Fries, 7S_Drink"
101831,2023-08-29 11:27:24,Branch 8,"1S_Burger, 7S_Fries"
101832,2023-03-18 07:50:49,Branch 10,1S_Drink
101833,2023-02-22 02:10:05,Branch 7,"6S_Burger, 3S_Fries"
101834,2023-08-23 21:09:35,Branch 7,"1S_Fries, 4S_Drink"
101835,2023-09-15 19:05:20,Branch 3,"2S_Burger, 1S_Drink"
101836,2023-03-06 00:13:05,Branch 6,"4S_Burger, 7S_Fries"
101837,2023-08-13 20:22:34,Branch 3,"6S_Burger, 2S_Fries, 5S_Drink"
101838,2023-01-26 14:27:18,Branch 9,"6S_Burger, 7S_Fries, 3S_Drink"
101839,2023-06-01 10:14:55,Branch 1,"5S_Burger, 7S_Fries, 2S_Drink"
101840,2023-10-17 13:13:00,Branch 5,"1S_Fries, 2S_Drink"
101841,2023-09-09 20:25:58,Branch 10,"4S_Burger, 2S_Fries, 4S_Drink"
101842,2023-09-07 18:49:41,Branch 1,"1S_Burger, 5S_Fries, 6S_Drink"
101843,2023-01-29 12:25:29,Branch 3,"6S_Burger, 3S_Fries, 2S_Drink"
101844,2023-01-19 13:02:14,Branch 8,"7S_Burger, 3S_Fries"
101845,2023-01-11 14:19:22,Branch 9,"7S_Burger, 1S_Fries, 4S_Drink"
101846,2023-11-30 23:41:23,Branch 3,"4S_Burger, 5S_Fries, 5S_Drink"
101847,2023-06-23 10:33:14,Branch 2,"6S_Burger, 1S_Fries, 3S_Drink"
101848,2023-12-16 06:40:51,Branch 5,"7S_Burger, 2S_Fries, 2S_Drink"
101849,2023-10-12 02:53:13,Branch 8,6S_Burger
101850,2023-10-02 05:57:22,Branch 5,"5S_Burger, 5S_Fries, 6S_Drink"
101851,2023-07-11 20:52:05,Branch 5,"4S_Fries, 3S_Drink"
101852,2023-03-07 10:36:58,Branch 9,"5S_Fries, 6S_Drink"
101853,2023-09-13 21:42:34,Branch 5,"6S_Burger, 4S_Fries, 1S_Drink"
101854,2023-01-21 15:51:42,Branch 6,"6S_Burger, 1S_Fries, 4S_Drink"
101855,2023-05-27 04:30:11,Branch 2,3S_Fries
101856,2023-08-20 11:35:00,Branch 2,"5S_Burger, 6S_Fries, 3S_Drink"
101857,2023-09-07 17:06:41,Branch 9,"5S_Burger, 5S_Fries, 3S_Drink"
101858,2023-01-29 10:19:52,Branch 5,"6S_Burger, 2S_Fries"
101859,2023-06-08 19:11:42,Branch 4,"7S_Fries, 4S_Drink"
101860,2023-10-04 09:07:00,Branch 5,"6S_Burger, 7S_Fries, 7S_Drink"
101861,2023-11-19 23:52:03,Branch 3,"1S_Burger, 1S_Fries"
101862,2023-11-17 03:59:38,Branch 4,"7S_Fries, 3S_Drink"
101863,2023-07-30 19:12:01,Branch 5,7S_Burger
101864,2023-07-15 06:31:05,Branch 2,"4S_Fries, 4S_Drink"
101865,2023-10-30 04:14:27,Branch 2,"6S_Fries, 5S_Drink"
101866,2023-03-10 21:54:15,Branch 1,"3S_Burger, 5S_Fries, 3S_Drink"
101867,2023-05-26 02:08:24,Branch 4,"1S_Burger, 1S_Fries"
101868,2023-04-14 12:04:41,Branch 1,"6S_Burger, 6S_Fries, 1S_Drink"
101869,2023-03-15 00:55:43,Branch 10,"1S_Burger, 4S_Fries"
101870,2023-10-14 01:18:20,Branch 6,"2S_Burger, 7S_Fries, 7S_Drink"
101871,2023-08-03 17:42:14,Branch 5,"5S_Burger, 4S_Fries, 3S_Drink"
101872,2023-01-12 17:15:05,Branch 4,"5S_Burger, 1S_Fries, 6S_Drink"
101873,2023-08-30 23:05:11,Branch 6,"2S_Burger, 7S_Fries, 2S_Drink"
101874,2023-06-20 03:14:57,Branch 1,"7S_Fries, 1S_Drink"
101875,2023-02-24 04:33:29,Branch 9,"5S_Burger, 7S_Fries, 2S_Drink"
101876,2023-06-30 17:05:39,Branch 3,"3S_Burger, 6S_Fries, 3S_Drink"
101877,2023-09-21 02:53:01,Branch 6,"5S_Burger, 5S_Fries, 4S_Drink"
101878,2023-05-17 00:26:31,Branch 8,"3S_Burger, 1S_Fries, 4S_Drink"
101879,2023-05-26 04:36:07,Branch 10,"5S_Burger, 3S_Fries, 2S_Drink"
101880,2023-03-15 02:01:06,Branch 9,"2S_Burger, 2S_Fries, 2S_Drink"
101881,2023-08-26 22:03:17,Branch 8,"6S_Burger, 5S_Fries"
101882,2023-01-29 04:33:25,Branch 6,"5S_Burger, 2S_Fries, 7S_Drink"
101883,2023-11-07 08:37:26,Branch 4,"1S_Burger, 1S_Fries, 2S_Drink"
101884,2023-04-19 16:44:15,Branch 6,3S_Drink
101885,2023-01-23 16:17:31,Branch 4,"2S_Burger, 1S_Drink"
101886,2023-08-24 22:02:01,Branch 1,"7S_Burger, 1S_Drink"
101887,2023-04-04 07:37:25,Branch 2,2S_Burger
101888,2023-01-30 22:06:59,Branch 6,"5S_Burger, 1S_Fries, 7S_Drink"
101889,2023-08-10 04:24:10,Branch 1,"4S_Burger, 1S_Fries, 7S_Drink"
101890,2023-08-26 05:45:21,Branch 4,4S_Fries
101891,2023-09-18 23:30:01,Branch 2,"2S_Burger, 2S_Fries, 7S_Drink"
101892,2023-01-23 22:29:35,Branch 3,"4S_Burger, 7S_Fries, 6S_Drink"
101893,2023-02-08 20:41:16,Branch 6,"4S_Burger, 6S_Fries, 3S_Drink"
101894,2023-10-28 17:30:55,Branch 2,"3S_Burger, 6S_Fries, 4S_Drink"
101895,2023-09-29 07:45:36,Branch 4,"2S_Fries, 7S_Drink"
101896,2023-05-09 18:45:40,Branch 6,"2S_Burger, 7S_Fries, 6S_Drink"
101897,2023-05-27 00:49:21,Branch 7,"5S_Burger, 7S_Fries"
101898,2023-09-27 16:16:22,Branch 1,"1S_Burger, 6S_Fries, 7S_Drink"
101899,2023-10-20 05:44:55,Branch 5,"2S_Burger, 6S_Fries, 7S_Drink"
101900,2023-09-14 02:21:23,Branch 1,"7S_Burger, 7S_Fries, 2S_Drink"
101901,2023-08-16 19:07:40,Branch 1,"3S_Burger, 4S_Fries, 1S_Drink"
101902,2023-07-12 14:55:38,Branch 4,"5S_Burger, 1S_Fries"
101903,2023-01-12 00:41:47,Branch 9,"2S_Burger, 2S_Fries, 6S_Drink"
101904,2023-09-28 03:03:35,Branch 8,"4S_Burger, 2S_Fries, 5S_Drink"
101905,2023-12-11 04:18:45,Branch 5,"2S_Burger, 4S_Fries"
101906,2023-10-10 18:54:41,Branch 8,"1S_Burger, 3S_Fries, 5S_Drink"
101907,2023-08-22 01:32:37,Branch 4,"1S_Burger, 4S_Fries"
101908,2023-11-06 04:25:19,Branch 1,"2S_Burger, 5S_Fries, 5S_Drink"
101909,2023-01-27 05:00:32,Branch 4,"7S_Burger, 7S_Fries"
101910,2023-02-26 01:32:46,Branch 1,"4S_Burger, 7S_Fries, 1S_Drink"
101911,2023-12-20 16:42:25,Branch 2,"5S_Fries, 5S_Drink"
101912,2023-11-18 04:38:39,Branch 9,"5S_Burger, 1S_Fries, 7S_Drink"
101913,2023-07-21 04:14:48,Branch 6,"1S_Burger, 2S_Fries, 4S_Drink"
101914,2023-04-26 20:15:04,Branch 1,"3S_Burger, 2S_Fries, 3S_Drink"
101915,2023-08-13 14:32:17,Branch 9,"4S_Burger, 7S_Fries, 3S_Drink"
101916,2023-12-04 05:32:06,Branch 9,"2S_Burger, 4S_Fries, 6S_Drink"
101917,2023-11-30 14:33:23,Branch 7,"3S_Burger, 1S_Fries, 7S_Drink"
101918,2023-07-26 17:29:20,Branch 1,"4S_Burger, 2S_Fries, 3S_Drink"
101919,2023-03-12 21:54:16,Branch 8,"2S_Burger, 7S_Fries, 3S_Drink"
101920,2023-09-09 11:24:11,Branch 8,"4S_Burger, 4S_Fries"
101921,2023-03-13 23:17:41,Branch 4,"2S_Burger, 1S_Fries, 2S_Drink"
101922,2023-08-28 19:11:09,Branch 6,"1S_Burger, 3S_Fries, 7S_Drink"
101923,2023-06-19 08:23:36,Branch 6,7S_Fries
101924,2023-08-16 00:47:26,Branch 10,"5S_Burger, 5S_Fries, 4S_Drink"
101925,2023-09-19 22:06:55,Branch 7,"4S_Fries, 7S_Drink"
101926,2023-02-26 04:58:22,Branch 6,"5S_Burger, 3S_Fries"
101927,2023-11-21 22:20:41,Branch 2,"6S_Burger, 1S_Fries"
101928,2023-09-20 18:42:38,Branch 8,"5S_Burger, 1S_Fries, 6S_Drink"
101929,2023-11-16 02:49:11,Branch 6,"4S_Burger, 2S_Fries, 5S_Drink"
101930,2023-06-17 00:21:36,Branch 7,"3S_Burger, 4S_Fries, 1S_Drink"
101931,2023-02-19 18:46:16,Branch 7,"4S_Fries, 4S_Drink"
101932,2023-09-17 12:32:50,Branch 8,"7S_Burger, 5S_Fries, 1S_Drink"
101933,2023-05-20 07:35:51,Branch 3,"4S_Burger, 2S_Fries, 4S_Drink"
101934,2023-04-27 00:59:54,Branch 6,"4S_Burger, 5S_Fries, 1S_Drink"
101935,2023-04-16 07:22:24,Branch 7,"4S_Burger, 5S_Fries, 7S_Drink"
101936,2023-03-29 07:46:28,Branch 10,"3S_Fries, 2S_Drink"
101937,2023-09-03 23:00:24,Branch 10,"7S_Burger, 2S_Fries, 3S_Drink"
101938,2023-01-05 07:01:34,Branch 3,"4S_Burger, 3S_Fries, 7S_Drink"
101939,2023-11-02 14:30:47,Branch 8,"3S_Burger, 4S_Fries, 5S_Drink"
101940,2023-07-03 01:13:50,Branch 9,"6S_Burger, 4S_Drink"
101941,2023-11-23 14:43:25,Branch 7,"3S_Burger, 5S_Fries"
101942,2023-03-30 06:38:29,Branch 6,"7S_Burger, 2S_Fries, 4S_Drink"
101943,2023-11-20 11:41:16,Branch 5,"6S_Burger, 5S_Fries"
101944,2023-11-25 03:54:33,Branch 1,"7S_Burger, 3S_Fries, 5S_Drink"
101945,2023-10-18 18:45:08,Branch 9,"6S_Burger, 6S_Fries, 5S_Drink"
101946,2023-05-21 23:48:31,Branch 10,"5S_Burger, 3S_Drink"
101947,2023-11-13 04:30:11,Branch 8,"4S_Burger, 6S_Fries, 2S_Drink"
101948,2023-06-05 04:42:52,Branch 1,"5S_Burger, 3S_Fries, 5S_Drink"
101949,2023-08-05 03:14:20,Branch 5,"5S_Burger, 1S_Fries, 5S_Drink"
101950,2023-11-15 19:35:17,Branch 2,"5S_Burger, 4S_Fries, 5S_Drink"
101951,2023-12-04 10:03:00,Branch 2,"3S_Burger, 5S_Fries, 7S_Drink"
101952,2023-09-22 21:21:02,Branch 4,"1S_Burger, 3S_Drink"
101953,2023-01-21 12:24:50,Branch 4,"7S_Burger, 3S_Fries, 6S_Drink"
101954,2023-01-18 06:31:23,Branch 6,"6S_Burger, 5S_Fries"
101955,2023-08-01 16:45:00,Branch 3,"4S_Burger, 7S_Fries"
101956,2023-12-13 13:01:03,Branch 4,"4S_Burger, 3S_Fries"
101957,2023-05-19 13:35:08,Branch 6,"3S_Burger, 6S_Fries"
101958,2023-04-26 07:51:27,Branch 9,"5S_Burger, 7S_Fries"
101959,2023-10-01 18:44:34,Branch 4,"6S_Burger, 3S_Drink"
101960,2023-11-09 05:08:01,Branch 5,"5S_Burger, 4S_Fries, 3S_Drink"
101961,2023-05-09 04:57:02,Branch 3,"2S_Burger, 1S_Fries, 1S_Drink"
101962,2023-07-30 15:28:46,Branch 9,"4S_Fries, 7S_Drink"
101963,2023-12-14 15:31:40,Branch 8,"2S_Burger, 6S_Fries, 3S_Drink"
101964,2023-09-22 17:26:18,Branch 2,"6S_Fries, 7S_Drink"
101965,2023-08-18 04:32:08,Branch 9,"6S_Burger, 6S_Fries"
101966,2023-03-25 19:17:08,Branch 4,"2S_Burger, 1S_Fries, 1S_Drink"
101967,2023-03-06 16:19:13,Branch 8,"3S_Burger, 5S_Drink"
101968,2023-10-22 04:26:24,Branch 6,"2S_Fries, 7S_Drink"
101969,2023-01-06 14:07:20,Branch 6,"4S_Burger, 4S_Fries, 1S_Drink"
101970,2023-03-23 18:10:38,Branch 9,"2S_Burger, 3S_Fries, 7S_Drink"
101971,2023-09-02 09:22:09,Branch 2,"6S_Burger, 4S_Fries, 2S_Drink"
101972,2023-08-18 17:38:03,Branch 6,"6S_Burger, 5S_Fries, 1S_Drink"
101973,2023-09-04 17:59:25,Branch 8,"2S_Burger, 5S_Fries, 1S_Drink"
101974,2023-05-15 09:43:17,Branch 7,"3S_Burger, 2S_Drink"
101975,2023-05-20 09:49:45,Branch 4,"4S_Burger, 5S_Fries, 7S_Drink"
101976,2023-09-06 10:53:53,Branch 3,"7S_Burger, 1S_Fries, 1S_Drink"
101977,2023-01-06 04:42:15,Branch 7,"1S_Burger, 6S_Fries"
101978,2023-04-10 09:26:01,Branch 8,"6S_Burger, 1S_Drink"
101979,2023-12-28 14:17:43,Branch 2,"7S_Burger, 4S_Fries"
101980,2023-10-26 09:24:14,Branch 4,"4S_Burger, 2S_Fries, 7S_Drink"
101981,2023-01-08 12:39:05,Branch 9,"1S_Burger, 4S_Fries"
101982,2023-12-28 11:15:27,Branch 3,"5S_Burger, 1S_Fries, 3S_Drink"
101983,2023-03-25 00:07:44,Branch 2,"7S_Burger, 6S_Fries"
101984,2023-03-14 20:43:10,Branch 3,"2S_Burger, 1S_Fries"
101985,2023-11-22 19:19:07,Branch 5,"4S_Fries, 1S_Drink"
101986,2023-03-24 10:59:02,Branch 7,"6S_Burger, 2S_Fries, 6S_Drink"
101987,2023-06-04 10:53:36,Branch 9,"7S_Fries, 4S_Drink"
101988,2023-01-06 06:19:40,Branch 7,"7S_Burger, 6S_Fries, 5S_Drink"
101989,2023-11-02 07:02:01,Branch 10,"5S_Burger, 2S_Fries, 3S_Drink"
101990,2023-07-20 15:22:13,Branch 4,"1S_Burger, 3S_Fries, 6S_Drink"
101991,2023-11-04 09:56:46,Branch 10,"3S_Burger, 1S_Fries"
101992,2023-04-22 21:41:39,Branch 2,"1S_Burger, 6S_Fries, 7S_Drink"
101993,2023-03-11 19:14:00,Branch 7,"7S_Burger, 7S_Fries, 3S_Drink"
101994,2023-12-26 08:40:39,Branch 10,"1S_Burger, 3S_Fries, 7S_Drink"
101995,2023-06-08 01:42:24,Branch 5,"7S_Burger, 2S_Fries, 1S_Drink"
101996,2023-10-19 07:36:57,Branch 10,"5S_Burger, 1S_Fries, 2S_Drink"
101997,2023-01-23 10:57:27,Branch 2,"4S_Burger, 4S_Fries"
101998,2023-02-10 14:02:51,Branch 1,"4S_Burger, 4S_Fries, 7S_Drink"
101999,2023-09-26 18:34:50,Branch 2,"5S_Fries, 1S_Drink"
102000,2023-01-30 21:40:58,Branch 1,"1S_Burger, 6S_Fries, 7S_Drink"
102001,2023-10-24 20:02:37,Branch 3,"2S_Burger, 4S_Fries, 1S_Drink"
102002,2023-03-18 23:01:00,Branch 5,"6S_Burger, 3S_Fries, 6S_Drink"
102003,2023-05-08 00:00:03,Branch 1,"2S_Burger, 1S_Fries, 7S_Drink"
102004,2023-04-20 18:24:46,Branch 3,"7S_Burger, 6S_Fries, 4S_Drink"
102005,2023-05-30 18:04:46,Branch 6,"2S_Burger, 6S_Fries"
102006,2023-10-05 06:51:43,Branch 10,"3S_Burger, 4S_Fries, 4S_Drink"
102007,2023-05-09 03:59:31,Branch 10,"6S_Burger, 4S_Fries, 5S_Drink"
102008,2023-11-16 09:30:31,Branch 4,"4S_Burger, 3S_Fries, 1S_Drink"
102009,2023-09-13 10:14:08,Branch 10,"4S_Burger, 4S_Fries, 1S_Drink"
102010,2023-04-03 03:23:40,Branch 4,"7S_Burger, 2S_Fries, 4S_Drink"
102011,2023-07-17 19:45:18,Branch 8,"7S_Burger, 4S_Fries"
102012,2023-12-31 14:33:05,Branch 7,"7S_Burger, 1S_Fries, 3S_Drink"
102013,2023-03-03 14:33:14,Branch 10,"4S_Burger, 6S_Fries, 6S_Drink"
102014,2023-04-03 07:16:35,Branch 4,"3S_Burger, 4S_Drink"
102015,2023-03-08 01:38:52,Branch 8,"5S_Burger, 6S_Fries, 6S_Drink"
102016,2023-08-29 02:04:20,Branch 4,"7S_Fries, 6S_Drink"
102017,2023-09-05 17:13:00,Branch 10,"3S_Burger, 1S_Drink"
102018,2023-01-29 17:20:52,Branch 7,"2S_Burger, 3S_Fries, 7S_Drink"
102019,2023-12-20 22:55:47,Branch 8,"6S_Burger, 4S_Fries, 3S_Drink"
102020,2023-03-25 10:15:32,Branch 9,"2S_Burger, 7S_Fries"
102021,2023-08-25 21:47:42,Branch 1,"5S_Burger, 5S_Fries, 3S_Drink"
102022,2023-03-01 19:49:06,Branch 7,"4S_Burger, 4S_Drink"
102023,2023-12-01 11:36:41,Branch 6,"6S_Burger, 2S_Fries, 6S_Drink"
102024,2023-01-22 20:19:58,Branch 8,"5S_Burger, 2S_Fries, 5S_Drink"
102025,2023-01-09 23:45:22,Branch 7,"5S_Burger, 1S_Fries, 6S_Drink"
102026,2023-11-04 13:56:07,Branch 2,"6S_Burger, 5S_Drink"
102027,2023-04-04 13:58:33,Branch 3,"3S_Burger, 4S_Drink"
102028,2023-01-20 02:36:12,Branch 1,"5S_Burger, 4S_Fries, 1S_Drink"
102029,2023-09-05 06:45:40,Branch 9,"6S_Burger, 2S_Fries, 6S_Drink"
102030,2023-05-10 14:45:44,Branch 6,"2S_Fries, 1S_Drink"
102031,2023-04-19 07:55:29,Branch 9,"1S_Burger, 2S_Fries, 7S_Drink"
102032,2023-02-28 15:09:40,Branch 2,"2S_Burger, 1S_Fries, 1S_Drink"
102033,2023-08-08 20:00:35,Branch 4,"5S_Burger, 2S_Fries, 2S_Drink"
102034,2023-01-01 04:18:52,Branch 7,"3S_Burger, 3S_Fries, 1S_Drink"
102035,2023-07-06 12:51:56,Branch 2,"2S_Burger, 4S_Fries, 4S_Drink"
102036,2023-01-26 05:37:46,Branch 10,"5S_Burger, 7S_Fries, 4S_Drink"
102037,2023-05-13 15:19:27,Branch 3,"7S_Burger, 5S_Fries, 2S_Drink"
102038,2023-09-27 04:47:30,Branch 3,"5S_Burger, 1S_Fries, 1S_Drink"
102039,2023-09-13 00:17:04,Branch 8,"1S_Burger, 7S_Fries, 5S_Drink"
102040,2023-04-21 01:26:13,Branch 5,"4S_Burger, 6S_Drink"
102041,2023-05-09 01:44:21,Branch 6,"3S_Burger, 3S_Fries, 2S_Drink"
102042,2023-05-11 23:36:19,Branch 6,"2S_Fries, 4S_Drink"
102043,2023-09-14 05:53:27,Branch 4,"4S_Burger, 6S_Fries, 5S_Drink"
102044,2023-06-29 12:56:06,Branch 6,"3S_Fries, 6S_Drink"
102045,2023-10-12 21:18:58,Branch 2,"1S_Burger, 1S_Fries, 4S_Drink"
102046,2023-05-09 09:26:31,Branch 5,"2S_Fries, 1S_Drink"
102047,2023-04-17 23:13:45,Branch 9,"1S_Fries, 5S_Drink"
102048,2023-11-07 20:04:48,Branch 7,"6S_Burger, 1S_Fries, 2S_Drink"
102049,2023-09-12 12:26:09,Branch 7,"2S_Burger, 7S_Drink"
102050,2023-06-17 06:26:20,Branch 6,"6S_Burger, 2S_Fries, 4S_Drink"
102051,2023-04-29 17:24:45,Branch 10,"6S_Burger, 5S_Fries, 5S_Drink"
102052,2023-02-28 20:00:47,Branch 7,"6S_Burger, 7S_Fries, 5S_Drink"
102053,2023-02-20 04:58:28,Branch 9,"4S_Burger, 1S_Fries, 2S_Drink"
102054,2023-02-17 09:32:21,Branch 2,"4S_Burger, 6S_Fries, 2S_Drink"
102055,2023-04-06 13:40:22,Branch 3,6S_Burger
102056,2023-02-20 15:24:29,Branch 5,"3S_Fries, 1S_Drink"
102057,2023-08-10 04:37:16,Branch 10,"7S_Burger, 3S_Fries, 6S_Drink"
102058,2023-11-07 10:11:02,Branch 4,"1S_Burger, 4S_Fries, 6S_Drink"
102059,2023-10-12 10:17:11,Branch 7,"4S_Burger, 5S_Fries, 6S_Drink"
102060,2023-02-02 06:57:18,Branch 4,"6S_Burger, 7S_Fries, 1S_Drink"
102061,2023-11-06 04:36:18,Branch 6,"4S_Burger, 6S_Fries"
102062,2023-11-05 21:35:48,Branch 5,3S_Drink
102063,2023-02-28 16:30:50,Branch 7,"2S_Burger, 1S_Drink"
102064,2023-01-30 19:39:35,Branch 6,"3S_Burger, 5S_Fries"
102065,2023-01-08 02:16:00,Branch 3,"6S_Burger, 7S_Fries"
102066,2023-10-07 12:21:22,Branch 3,"5S_Burger, 6S_Fries, 3S_Drink"
102067,2023-01-07 22:39:12,Branch 3,"3S_Burger, 6S_Fries, 4S_Drink"
102068,2023-12-30 08:17:40,Branch 2,"4S_Burger, 5S_Fries, 3S_Drink"
102069,2023-08-09 18:14:57,Branch 8,"7S_Burger, 3S_Fries, 1S_Drink"
102070,2023-10-11 07:28:18,Branch 7,"7S_Burger, 1S_Fries, 4S_Drink"
102071,2023-11-22 02:11:31,Branch 6,4S_Burger
102072,2023-09-05 12:31:35,Branch 1,1S_Fries
102073,2023-09-15 10:28:09,Branch 6,"1S_Burger, 7S_Fries, 7S_Drink"
102074,2023-01-04 12:53:04,Branch 1,"5S_Burger, 5S_Fries, 3S_Drink"
102075,2023-12-17 16:46:02,Branch 1,"5S_Burger, 3S_Fries, 5S_Drink"
102076,2023-08-06 16:00:59,Branch 9,"3S_Fries, 1S_Drink"
102077,2023-10-11 16:58:43,Branch 9,"1S_Burger, 1S_Fries, 4S_Drink"
102078,2023-09-05 22:29:12,Branch 5,"5S_Burger, 2S_Fries, 7S_Drink"
102079,2023-03-15 17:00:29,Branch 5,"7S_Burger, 7S_Fries, 5S_Drink"
102080,2023-04-09 18:57:45,Branch 1,2S_Drink
102081,2023-01-14 02:41:38,Branch 5,"1S_Burger, 4S_Fries, 4S_Drink"
102082,2023-03-02 01:11:53,Branch 8,"2S_Burger, 3S_Fries, 3S_Drink"
